data_di_misurazione,valore_inquinante_misurato,Latitude,Longitude,denominazione,inquinante_misurato
2020-02-23,41,45.693962,9.662369,Bergamo,PM2.5
2020-02-24,42,45.693962,9.662369,Bergamo,PM2.5
2020-02-25,37,45.693962,9.662369,Bergamo,PM2.5
2020-02-26,18,45.693962,9.662369,Bergamo,PM2.5
2020-02-27,15,45.693962,9.662369,Bergamo,PM2.5
2020-02-28,17,45.693962,9.662369,Bergamo,PM2.5
2020-02-29,27,45.693962,9.662369,Bergamo,PM2.5
2020-03-01,19,45.693962,9.662369,Bergamo,PM2.5
2020-03-02,15,45.693962,9.662369,Bergamo,PM2.5
2020-03-03,13,45.693962,9.662369,Bergamo,PM2.5
2020-03-04,14,45.693962,9.662369,Bergamo,PM2.5
2020-03-05,15,45.693962,9.662369,Bergamo,PM2.5
2020-03-06,19,45.693962,9.662369,Bergamo,PM2.5
2020-03-07,19,45.693962,9.662369,Bergamo,PM2.5
2020-03-08,13,45.693962,9.662369,Bergamo,PM2.5
2020-03-09,22,45.693962,9.662369,Bergamo,PM2.5
2020-03-10,13,45.693962,9.662369,Bergamo,PM2.5
2020-03-11,19,45.693962,9.662369,Bergamo,PM2.5
2020-03-12,31,45.693962,9.662369,Bergamo,PM2.5
2020-03-13,19,45.693962,9.662369,Bergamo,PM2.5
2020-03-14,25,45.693962,9.662369,Bergamo,PM2.5
2020-03-15,13,45.693962,9.662369,Bergamo,PM2.5
2020-03-16,18,45.693962,9.662369,Bergamo,PM2.5
2020-03-17,28,45.693962,9.662369,Bergamo,PM2.5
