data_di_misurazione,valore_inquinante_misurato,Latitude,Longitude,denominazione,inquinante_misurato
2020-03-08,51.1,45.693962,9.662369,Bergamo,O3
2020-03-09,38.8,45.693962,9.662369,Bergamo,O3
2020-03-10,40.0,45.693962,9.662369,Bergamo,O3
2020-03-11,38.7,45.693962,9.662369,Bergamo,O3
2020-03-12,37.4,45.693962,9.662369,Bergamo,O3
2020-03-13,47.9,45.693962,9.662369,Bergamo,O3
2020-03-14,44.0,45.693962,9.662369,Bergamo,O3
2020-03-15,40.0,45.693962,9.662369,Bergamo,O3
2020-03-16,40.7,45.693962,9.662369,Bergamo,O3
2020-03-17,41.0,45.693962,9.662369,Bergamo,O3
2020-03-18,48.7,45.693962,9.662369,Bergamo,O3
2020-03-19,53.8,45.693962,9.662369,Bergamo,O3
2020-03-20,58.4,45.693962,9.662369,Bergamo,O3
2020-03-21,63.7,45.693962,9.662369,Bergamo,O3
2020-03-22,59.8,45.693962,9.662369,Bergamo,O3
2020-03-23,54.7,45.693962,9.662369,Bergamo,O3
2020-03-24,50.1,45.693962,9.662369,Bergamo,O3
2020-03-25,59.9,45.693962,9.662369,Bergamo,O3
2020-03-26,44.1,45.693962,9.662369,Bergamo,O3
2020-03-27,46.1,45.693962,9.662369,Bergamo,O3
2020-03-28,51.6,45.693962,9.662369,Bergamo,O3
2020-03-29,63.7,45.693962,9.662369,Bergamo,O3
2020-03-30,70.1,45.693962,9.662369,Bergamo,O3
2020-03-31,52.5,45.693962,9.662369,Bergamo,O3
2020-04-01,51.8,45.693962,9.662369,Bergamo,O3
2020-04-02,51.9,45.693962,9.662369,Bergamo,O3
2020-04-03,59.2,45.693962,9.662369,Bergamo,O3
